database,type,id,author,editor,advisor,note,title,pages,article_no,num_pages,keywords,doi,journal,issue_date,volume,issue_no,description,month,year,issn,booktitle,acronym,edition,isbn,conf_loc,publisher,publisher_loc
ACM-DL,article,2983411,Deepak A. Vidhate and Parag  Kulkarni,,,,New Approach for Advanced Cooperative Learning Algorithms Using RL Methods (ACLA),12--20,,9,"Cooperative Learning, Dynamic Buyer Behavior, Reinforcement learning, Sarsa Learning",10.1145/2983402.2983411,,,,,,,2016,,Proceedings of the Third International Symposium on Computer Vision and the Internet,VisionNet'16,,978-1-4503-4301-5,"Jaipur, India",ACM,"New York, NY, USA"
ACM-DL,article,1838421,Peter  Vrancx and Katja  Verbeeck and Ann  Now&#233;,,,,Taking Turns in General Sum Markov Games,1439--1440,,2,"Markov games, agent coordination, learning agents, reinforcement learning",,,,,,,,2010,,Proceedings of the 9th International Conference on Autonomous Agents and Multiagent Systems: Volume 1 - Volume 1,AAMAS '10,,978-0-9826571-1-9,"Toronto, Canada",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
ACM-DL,article,1913821,Dominik  Dahlem and William  Harrison,,,,Collaborative Function Approximation in Social Multiagent Systems,48--55,,8,"Queueing Networks, Markov Decision Problem, Multi-agent Reinforcement Learning, Kriging",10.1109/WI-IAT.2010.276,,,,,,,2010,,Proceedings of the 2010 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology - Volume 02,WI-IAT '10,,978-0-7695-4191-4,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,1282114,Tariq  Mahmood and Francesco  Ricci,,,,Learning and Adaptivity in Interactive Recommender Systems,75--84,,10,"adaptivity, conversational recommender systems, markov decision process, reinforcement learning",10.1145/1282100.1282114,,,,,,,2007,,Proceedings of the Ninth International Conference on Electronic Commerce,ICEC '07,,978-1-59593-700-1,"Minneapolis, MN, USA",ACM,"New York, NY, USA"
ACM-DL,article,3186165,Jun  Feng and Heng  Li and Minlie  Huang and Shichen  Liu and Wenwu  Ou and Zhirong  Wang and Xiaoyan  Zhu,,,,Learning to Collaborate: Multi-Scenario Ranking via Multi-Agent Reinforcement Learning,1939--1948,,10,"joint optimization, learning to rank, multi-agent learning, reinforcement learning",10.1145/3178876.3186165,,,,,,,2018,,Proceedings of the 2018 World Wide Web Conference,WWW '18,,978-1-4503-5639-8,"Lyon, France",International World Wide Web Conferences Steering Committee,"Republic and Canton of Geneva, Switzerland"
ACM-DL,article,1632482,Dominik  Dahlem and William  Harrison,,,,Globally Optimal Multi-agent Reinforcement Learning Parameters in Distributed Task Assignment,28--35,,8,"Queueing Networks, Markov Decision Problem, Multi-agent Reinforcement Learning, Kriging",10.1109/WI-IAT.2009.122,,,,,,,2009,,Proceedings of the 2009 IEEE/WIC/ACM International Joint Conference on Web Intelligence and Intelligent Agent Technology - Volume 02,WI-IAT '09,,978-0-7695-3801-3,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,1144252,Shimon  Whiteson and Peter  Stone,,,,On-line Evolutionary Computation for Reinforcement Learning in Stochastic Domains,1577--1584,,8,"evolutionary computation, neural networks, on-line learning, reinforcement learning",10.1145/1143997.1144252,,,,,,,2006,,Proceedings of the 8th Annual Conference on Genetic and Evolutionary Computation,GECCO '06,,1-59593-186-4,"Seattle, Washington, USA",ACM,"New York, NY, USA"
ACM-DL,article,2490293,Chairi  Kiourt and Dimitris  Kalles,,,,Building a Social Multi-agent System Simulation Management Toolbox,66--70,,5,"multi-agent system, reinforcement learning, simulation, social organization",10.1145/2490257.2490293,,,,,,,2013,,Proceedings of the 6th Balkan Conference in Informatics,BCI '13,,978-1-4503-1851-8,"Thessaloniki, Greece",ACM,"New York, NY, USA"
ACM-DL,article,2935857,Konstantinos  Tsiakas and Michalis  Papakostas and Benjamin  Chebaa and Dylan  Ebert and Vangelis  Karkaletsis and Fillia  Makedon,,,,An Interactive Learning and Adaptation Framework for Adaptive Robot Assisted Therapy,40:1--40:4,40,4,"Adaptive Robot Assisted Therapy, Interactive Reinforcement Learning, Policy Adaptation",10.1145/2910674.2935857,,,,,,,2016,,Proceedings of the 9th ACM International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '16,,978-1-4503-4337-4,"Corfu, Island, Greece",ACM,"New York, NY, USA"
ACM-DL,article,1329375,Ivan J. Jureta and Stephane  Faulkner and Youssef  Achbany and Marco  Saerens,,,,Dynamic Task Allocation Within an Open Service-oriented MAS Architecture,206:1--206:3,206,3,"agent architectures, architecture, mediation, multiagent systems, reinforcement learning, task allocation",10.1145/1329125.1329375,,,,,,,2007,,Proceedings of the 6th International Joint Conference on Autonomous Agents and Multiagent Systems,AAMAS '07,,978-81-904262-7-5,"Honolulu, Hawaii",ACM,"New York, NY, USA"
ACM-DL,article,2908887,Robert J. Smith and Stephen  Kelly and Malcolm I. Heywood,,,,Discovering Rubik's Cube Subgroups Using Coevolutionary GP: A Five Twist Experiment,789--796,,8,"coevolution, games, genetic programming, reinforcement learning, task transfer",10.1145/2908812.2908887,,,,,,,2016,,Proceedings of the Genetic and Evolutionary Computation Conference 2016,GECCO '16,,978-1-4503-4206-3,"Denver, Colorado, USA",ACM,"New York, NY, USA"
ACM-DL,article,1016912,Naoki  Abe and Naval  Verma and Chid  Apte and Robert  Schroko,,,,Cross Channel Optimized Marketing by Reinforcement Learning,767--772,,6,"CRM, cost sensitive learning, customer life time value, reinforcement learning, targeted marketing",10.1145/1014052.1016912,,,,,,,2004,,Proceedings of the Tenth ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,KDD '04,,1-58113-888-1,"Seattle, WA, USA",ACM,"New York, NY, USA"
ACM-DL,article,1075413,Jim  Dowling and Vinny  Cahill,,,,Self-managed Decentralised Systems Using K-components and Collaborative Reinforcement Learning,39--43,,5,"architectural reflection, collaborative reinforcement learning, decentralised self-adaptive systems",10.1145/1075405.1075413,,,,,,,2004,,Proceedings of the 1st ACM SIGSOFT Workshop on Self-managed Systems,WOSS '04,,1-58113-989-6,"Newport Beach, California",ACM,"New York, NY, USA"
ACM-DL,article,1890786,Kunal  Shah and Mohan  Kumar,,,,DReL: A Middleware for Wireless Sensor Networks Management Using Reinforcement Learning Techniques,1--7,,7,"adaptive framework, data-centric communication, distributed sensor management, reinforcement learning",10.1145/1890784.1890786,,,,,,,2010,,"Proceedings of the 5th International Workshop on Middleware Tools, Services and Run-Time Support for Sensor Networks",MidSens '10,,978-1-4503-0454-2,"Bangalore, India",ACM,"New York, NY, USA"
ACM-DL,article,1389100,Erik J. Dries and Gilbert L. Peterson,,,,Scaling Ant Colony Optimization with Hierarchical Reinforcement Learning Partitioning,25--32,,8,"ant colony optimization, hierarchical reinforcement learning, swarm intelligence",10.1145/1389095.1389100,,,,,,,2008,,Proceedings of the 10th Annual Conference on Genetic and Evolutionary Computation,GECCO '08,,978-1-60558-130-9,"Atlanta, GA, USA",ACM,"New York, NY, USA"
ACM-DL,article,1248612,Jelle R. Kok and Nikos  Vlassis,,,,Collaborative Multiagent Reinforcement Learning by Payoff Propagation,1789--1828,,40,,,J. Mach. Learn. Res.,12/1/2006,7,,,December,2006,1532-4435,,,,,,JMLR.org,
ACM-DL,article,3076191,Konstantinos  Tsiakas and Michalis  Papakostas and Michail  Theofanidis and Morris  Bell and Rada  Mihalcea and Shouyi  Wang and Mihai  Burzo and Fillia  Makedon,,,,An Interactive Multisensing Framework for Personalized Human Robot Collaboration and Assistive Training Using Reinforcement Learning,423--427,,5,"Cyber Physical Systems, Human Robot Collaboration, Intelligent Manufacturing, Vocational Assessment and Training",10.1145/3056540.3076191,,,,,,,2017,,Proceedings of the 10th International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '17,,978-1-4503-5227-7,"Island of Rhodes, Greece",ACM,"New York, NY, USA"
ACM-DL,article,1194581,Masayuki  Kushida and Kenichi  Takahashi and Hiroaki  Ueda and Tetsuhiro  Miyahara,,,,A Comparative Study of Parallel Reinforcement Learning Methods with a PC Cluster System,416--419,,4,,10.1109/IAT.2006.3,,,,,,,2006,,Proceedings of the IEEE/WIC/ACM International Conference on Intelligent Agent Technology,IAT '06,,0-7695-2748-5,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,2935849,Konstantinos  Tsiakas and Cheryl  Abellanoza and Fillia  Makedon,,,,Interactive Learning and Adaptation for Robot Assisted Therapy for People with Dementia,58:1--58:4,58,4,"Interactive Reinforcement Learning, Music Therapy, Policy Adaptation, Robot Assisted Therapy, Robot Learning and Behavior Adaptation",10.1145/2910674.2935849,,,,,,,2016,,Proceedings of the 9th ACM International Conference on PErvasive Technologies Related to Assistive Environments,PETRA '16,,978-1-4503-4337-4,"Corfu, Island, Greece",ACM,"New York, NY, USA"
ACM-DL,article,2697072,Alexander  Fabisch and Jan Hendrik Metzen,,,,Active Contextual Policy Search,3371--3399,,29,"active learning, movement primitives, multi-task learning, policy search, reinforcement learning",,J. Mach. Learn. Res.,January 2014,15,1,,January,2014,1532-4435,,,,,,JMLR.org,
ACM-DL,article,2529992,Umair Ali Khan and Bernhard  Rinner,,,,Online Learning of Timeout Policies for Dynamic Power Management,96:1--96:25,96,25,"Dynamic power management, online learning, reinforcement learning, timeout policies, traffic monitoring",10.1145/2529992,ACM Trans. Embed. Comput. Syst.,November 2014,13,4,,March,2014,1539-9087,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,1570375,Wolfgang  Konen and Thomas  Bartz-Beielstein,,,,Reinforcement Learning for Games: Failures and Successes,2641--2648,,8,"evolution strategies, failures, games, learning",10.1145/1570256.1570375,,,,,,,2009,,Proceedings of the 11th Annual Conference Companion on Genetic and Evolutionary Computation Conference: Late Breaking Papers,GECCO '09,,978-1-60558-505-5,"Montreal, Qu&#233;bec, Canada",ACM,"New York, NY, USA"
ACM-DL,article,1015411,Matthew  Rudary and Satinder  Singh and Martha E. Pollack,,,,Adaptive Cognitive Orthotics: Combining Reinforcement Learning and Constraint-based Temporal Reasoning,91--,,,,10.1145/1015330.1015411,,,,,,,2004,,Proceedings of the Twenty-first International Conference on Machine Learning,ICML '04,,1-58113-838-5,"Banff, Alberta, Canada",ACM,"New York, NY, USA"
ACM-DL,article,1487187,Eduardo Rodrigues Gomes and Ryszard  Kowalczyk,,,,Non-symmetric Preferences in the IPA Market with Reinforcement Learning,424--430,,7,"Market-based Resource Allocation, Iterative Price Adjustment, Reinforcement Learning, Individual, Social Rewards",10.1109/WIIAT.2008.77,,,,,,,2008,,Proceedings of the 2008 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology - Volume 02,WI-IAT '08,,978-0-7695-3496-1,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,3109866,Andrea  Barraza-Urbina,,,,The Exploration-Exploitation Trade-off in Interactive Recommender Systems,431--435,,5,"exploration exploitation trade-off, information discovery, multi-armed bandits, recommendation system, reinforcement learning",10.1145/3109859.3109866,,,,,,,2017,,Proceedings of the Eleventh ACM Conference on Recommender Systems,RecSys '17,,978-1-4503-4652-8,"Como, Italy",ACM,"New York, NY, USA"
ACM-DL,article,2754783,Wojciech  Ja&#347;kowski and Marcin  Szubert and Pawe&#322;  Liskowski and Krzysztof  Krawiec,,,,High-Dimensional Function Approximation for Knowledge-Free Reinforcement Learning: A Case Study in SZ-Tetris,567--573,,7,"cma-es, covariance matrix adaptation, function approximation, knowledge-free representations, video games, n-tuple system, reinforcement learning, vd-cma",10.1145/2739480.2754783,,,,,,,2015,,Proceedings of the 2015 Annual Conference on Genetic and Evolutionary Computation,GECCO '15,,978-1-4503-3472-3,"Madrid, Spain",ACM,"New York, NY, USA"
ACM-DL,article,2001659,Xianneng  Li and Shingo  Mabu and Kotaro  Hirasawa,,,,Use of Infeasible Individuals in Probabilistic Model Building Genetic Network Programming,601--608,,8,"EDA, infeasible individuals, probabilistic model building genetic network programming, reinforcement learning",10.1145/2001576.2001659,,,,,,,2011,,Proceedings of the 13th Annual Conference on Genetic and Evolutionary Computation,GECCO '11,,978-1-4503-0557-0,"Dublin, Ireland",ACM,"New York, NY, USA"
ACM-DL,article,2906995,Roxana Madalina Agrigoroaie and Adriana  Tapus,,,,Developing a Healthcare Robot with Personalized Behaviors and Social Skills for the Elderly,589--590,,2,"adaptation, episodic memory, human-robot interaction, learning",,,,,,,,2016,,The Eleventh ACM/IEEE International Conference on Human Robot Interaction,HRI '16,,978-1-4673-8370-7,"Christchurch, New Zealand",IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,3025596,Xiuli  Chen and Sandra Dorothee Starke and Chris  Baber and Andrew  Howes,,,,A Cognitive Model of How People Make Decisions Through Interaction with Visual Displays,1205--1216,,12,"cognitive modeling, decision making., eye movements, markov decision process, reinforcement learning, visual search",10.1145/3025453.3025596,,,,,,,2017,,Proceedings of the 2017 CHI Conference on Human Factors in Computing Systems,CHI '17,,978-1-4503-4655-9,"Denver, Colorado, USA",ACM,"New York, NY, USA"
ACM-DL,article,2480511,Szu-Yin  Lin and Kuo-Ming  Chao and Chi-Chun  Lo and Nick  Godwin,,,,Distributed Dynamic Data Driven Prediction Based on Reinforcement Learning Approach,779--784,,6,"Q-learning, dynamic data driven application systems, reinforcement learning, typhoon rainfall prediction",10.1145/2480362.2480511,,,,,,,2013,,Proceedings of the 28th Annual ACM Symposium on Applied Computing,SAC '13,,978-1-4503-1656-9,"Coimbra, Portugal",ACM,"New York, NY, USA"
ACM-DL,article,1018881,Hugo  Santana and Geber  Ramalho and Vincent  Corruble and Bohdana  Ratitch,,,,Multi-Agent Patrolling with Reinforcement Learning,1122--1129,,8,,10.1109/AAMAS.2004.180,,,,,,,2004,,Proceedings of the Third International Joint Conference on Autonomous Agents and Multiagent Systems - Volume 3,AAMAS '04,,1-58113-864-4,"New York, New York",IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,3106086,Teri J. Craven and Caroline C. Krejci,,,,An Agent-based Model of Regional Food Supply Chain Disintermediation,8:1--8:10,8,10,"agent-based modeling, regional food hubs, reinforcement learning, supply chain management",,,,,,,,2017,,Proceedings of the Agent-Directed Simulation Symposium,ADS '17,,,"Virginia Beach, Virginia",Society for Computer Simulation International,"San Diego, CA, USA"
ACM-DL,article,3177537,Madison  Clark-Turner and Momotaz  Begum,,,,Deep Reinforcement Learning of Abstract Reasoning from Demonstrations,372--372,,1,"abstract reasoning, deep learning, learning from demonstration",10.1145/3173386.3177537,,,,,,,2018,,Companion of the 2018 ACM/IEEE International Conference on Human-Robot Interaction,HRI '18,,978-1-4503-5615-2,"Chicago, IL, USA",ACM,"New York, NY, USA"
ACM-DL,article,1913855,Juan A. Garcia-Pardo and J.  Soler and C.  Carrascosa,,,,Social Reinforcement Learning for Changing Environments,269--272,,4,"Multi-Agent Systems, Reinforcement Learning, Multi-Agent Learning, Emergent Behavior, Social Agents",10.1109/WI-IAT.2010.160,,,,,,,2010,,Proceedings of the 2010 IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology - Volume 02,WI-IAT '10,,978-0-7695-4191-4,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,2627591,Ovidiu Constantin Iacoboaiea and Berna  Sayrac and Sana  Ben Jemaa and Pascal  Bianchi,,,,SON Conflict Resolution Using Reinforcement Learning with State Aggregation,15--20,,6,"LTE, MLB, MRO, SON coordination, SON instances, reinforcement learning, state aggregation",10.1145/2627585.2627591,,,,,,,2014,,"Proceedings of the 4th Workshop on All Things Cellular: Operations, Applications, &#38; Challenges",AllThingsCellular '14,,978-1-4503-2990-3,"Chicago, Illinois, USA",ACM,"New York, NY, USA"
ACM-DL,article,1324203,Kathryn  Merrick,,,,Modeling Motivation for Adaptive Nonplayer Characters in Dynamic Computer Game Worlds,5:1--5:32,5,32,"computer games, motivation, neural nets, nonplayer characters, persistent virtual worlds, reinforcement learning",10.1145/1324198.1324203,Comput. Entertain.,10/01/2007,5,4,,March,2008,1544-3574,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,2772954,Elad  Liebman and Maytal  Saar-Tsechansky and Peter  Stone,,,,DJ-MC: A Reinforcement-Learning Agent for Music Playlist Recommendation,591--599,,9,,,,,,,,,2015,,Proceedings of the 2015 International Conference on Autonomous Agents and Multiagent Systems,AAMAS '15,,978-1-4503-3413-6,"Istanbul, Turkey",International Foundation for Autonomous Agents and Multiagent Systems,"Richland, SC"
ACM-DL,article,1329178,Andriy  Burkov and Brahim  Chaib-draa,,,,Reducing the Complexity of Multiagent Reinforcement Learning,44:1--44:3,44,3,"Q-learning, initialization, multiagent learning, stochastic games",10.1145/1329125.1329178,,,,,,,2007,,Proceedings of the 6th International Joint Conference on Autonomous Agents and Multiagent Systems,AAMAS '07,,978-81-904262-7-5,"Honolulu, Hawaii",ACM,"New York, NY, USA"
ACM-DL,article,544940,Mohammad  Ghavamzadeh and Sridhar  Mahadevan,,,,A Multiagent Reinforcement Learning Algorithm by Dynamically Merging Markov Decision Processes,845--846,,2,,10.1145/544862.544940,,,,,,,2002,,Proceedings of the First International Joint Conference on Autonomous Agents and Multiagent Systems: Part 2,AAMAS '02,,1-58113-480-0,"Bologna, Italy",ACM,"New York, NY, USA"
ACM-DL,article,2449413,Dorota  Glowacka and Tuukka  Ruotsalo and Ksenia  Konuyshkova and kumaripaba  Athukorala and Samuel  Kaski and Giulio  Jacucci,,,,Directing Exploratory Search: Reinforcement Learning from User Interactions with Keywords,117--128,,12,"adaptive interfaces, data mining, information filtering, machine learning, recommender systems",10.1145/2449396.2449413,,,,,,,2013,,Proceedings of the 2013 International Conference on Intelligent User Interfaces,IUI '13,,978-1-4503-1965-2,"Santa Monica, California, USA",ACM,"New York, NY, USA"
ACM-DL,article,1102276,Lashon B. Booker,,,,Adaptive Value Function Approximations in Classifier Systems,90--91,,2,"function approximation, hyperplane coding, learning classifier systems, reinforcement learning, tile coding",10.1145/1102256.1102276,,,,,,,2005,,Proceedings of the 7th Annual Workshop on Genetic and Evolutionary Computation,GECCO '05,,,"Washington, D.C.",ACM,"New York, NY, USA"
ACM-DL,article,16699,John  Lehman,,,,Personal Computing vs. Personal Computers,97--102,,6,,10.1145/16687.16699,,,,,,,1985,,Proceedings of the Twenty-first Annual Conference on Computer Personnel Research,SIGCPR '85,,0-89791-156-3,"Minneapolis, Minnesota, USA",ACM,"New York, NY, USA"
ACM-DL,article,2134206,Iason  Kastanis and Mel  Slater,,,,Reinforcement Learning Utilizes Proxemics: An Avatar Learns to Manipulate the Position of People in Immersive Virtual Reality,3:1--3:15,3,15,"Human-computer interaction, avatars, proxemics, virtual characters",10.1145/2134203.2134206,ACM Trans. Appl. Percept.,March 2012,9,1,,March,2012,1544-3558,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,2457768,Stefano  Bromuri,,,,A Tensor Factorization Approach to Generalization in Multi-agent Reinforcement Learning,274--281,,8,"Software Agents, Learning Systems, Algorithms, Dynamic Programming",10.1109/WI-IAT.2012.21,,,,,,,2012,,Proceedings of the The 2012 IEEE/WIC/ACM International Joint Conferences on Web Intelligence and Intelligent Agent Technology - Volume 02,WI-IAT '12,,978-0-7695-4880-7,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,3132170,Rahul  Jain and Preeti Ranjan Panda and Sreenivas  Subramoney,,,,"Cooperative Multi-Agent Reinforcement Learning-Based Co-optimization of Cores, Caches, and On-chip Network",32:1--32:25,32,25,"Energy efficient computation, and frequency scaling, cache management, computer architectures, dynamic voltage, low power architectures",10.1145/3132170,ACM Trans. Archit. Code Optim.,December 2017,14,4,,November,2017,1544-3566,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,3173457,Ankit  Shah and Rajesh  Ganesan and Sushil  Jajodia and Hasan  Cam,,,,Dynamic Optimization of the Level of Operational Effectiveness of a CSOC Under Adverse Conditions,51:1--51:20,51,20,"Cybersecurity, absenteeism in shift, allocate resources, analysts, average time to analyze alerts, level of operational effectiveness, on-call analysts, reinforcement learning, resource allocation, stochastic optimization",10.1145/3173457,ACM Trans. Intell. Syst. Technol.,May 2018,9,5,,April,2018,2157-6904,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,1092594,Mircea  Preda and Dan  Popescu,,,,Personalized Web Recommendations: Supporting Epistemic Information About End-Users,692--695,,4,,10.1109/WI.2005.115,,,,,,,2005,,Proceedings of the 2005 IEEE/WIC/ACM International Conference on Web Intelligence,WI '05,,0-7695-2415-X,,IEEE Computer Society,"Washington, DC, USA"
ACM-DL,article,2742718,Yiwei  Chen and Katja  Hofmann,,,,Online Learning to Rank: Absolute vs. Relative,19--20,,2,"information retrieval, learning to rank, online learning",10.1145/2740908.2742718,,,,,,,2015,,Proceedings of the 24th International Conference on World Wide Web,WWW '15 Companion,,978-1-4503-3473-0,"Florence, Italy",ACM,"New York, NY, USA"
ACM-DL,article,2702710,William  Curran,,,,Developing Learning from Demonstration Techniques for Individuals with Physical Disabilities,233--234,,2,"human-robot interaction, learning from demonstration",10.1145/2701973.2702710,,,,,,,2015,,Proceedings of the Tenth Annual ACM/IEEE International Conference on Human-Robot Interaction Extended Abstracts,HRI'15 Extended Abstracts,,978-1-4503-3318-4,"Portland, Oregon, USA",ACM,"New York, NY, USA"
ACM-DL,article,169908,Robyn  Kozierok and Pattie  Maes,,,,A Learning Interface Agent for Scheduling Meetings,81--88,,8,"interface agents, learning interface agents, machine learning, personal assistants, software agents",10.1145/169891.169908,,,,,,,1993,,Proceedings of the 1st International Conference on Intelligent User Interfaces,IUI '93,,0-89791-556-9,"Orlando, Florida, USA",ACM,"New York, NY, USA"
ACM-DL,article,312262,Xijun  Zhang and Chunming  Qiao,,,,On Scheduling All-to-all Personalized Connections and Cost-effective Designs in WDM Rings,435--445,,11,"all-optical paths, all-to-all communications, lower bound, wavelength requirement",10.1109/90.779215,IEEE/ACM Trans. Netw.,June 1999,7,3,,June,1999,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,3132637,Edward Y. Chang and Meng-Hsi  Wu and Kai-Fu Tang  Tang and Hao-Cheng  Kao and Chun-Nan  Chou,,,,Artificial Intelligence in XPRIZE DeepQ Tricorder,11--18,,8,"artificial intelligence, deepq, medical iot, xprize tricorder",10.1145/3132635.3132637,,,,,,,2017,,Proceedings of the 2Nd International Workshop on Multimedia for Personal Health and Health Care,MMHealth '17,,978-1-4503-5504-9,"Mountain View, California, USA",ACM,"New York, NY, USA"
ACM-DL,article,1613033,Ching-Hsien  Hsu and Shih-Chang  Chen and Chia-Hao  Yu and Jong Hyuk Park,,,,Alleviating Reader Collision Problem in Mobile RFID Networks,489--497,,9,"Anti-collision, Hidden terminal, RFID scheduling, Reader collision problem, TPDM, Wireless network",10.1007/s00779-009-0224-9,Personal Ubiquitous Comput.,October   2009,13,7,,October,2009,1617-4909,,,,,,Springer-Verlag,"London, UK, UK"
ACM-DL,article,2365076,Murali  Kodialam and T. V. Lakshman and Sarit  Mukherjee and Limin  Wang,,,,Online Scheduling of Targeted Advertisements for IPTV,1825--1834,,10,"IPTV, ad bid, ad budget, ad insertion, b-myopic algorithm, online scheduler, personalization, primal-dual scheme, targeted advertisement, triple-play service provider",10.1109/TNET.2011.2143725,IEEE/ACM Trans. Netw.,December 2011,19,6,,December,2011,1063-6692,,,,,,IEEE Press,"Piscataway, NJ, USA"
ACM-DL,article,777218,Alex  Fukunaga and Ed  Hamilton and Jason  Fama and David  Andre and Ofer  Matan and Illah  Nourbakhsh,,,,Staff Scheduling for Inbound Call Centers and Customer Contact Centers,822--829,,8,,,,,,,,,2002,,Eighteenth National Conference on Artificial Intelligence,,,0-262-51129-0,"Edmonton, Alberta, Canada",American Association for Artificial Intelligence,"Menlo Park, CA, USA"
ACM-DL,article,2677984,Steven  Bohez and Jens  Mostaert and Tim  Verbelen and Pieter  Simoens and Bart  Dhoedt,,,,Management of Crowdsourced First-person Video: Street View Live,11--19,,9,"cloud computing, cloudlets, crowdsourcing, mobile computing, street view",10.1145/2677972.2677984,,,,,,,2014,,Proceedings of the 13th International Conference on Mobile and Ubiquitous Multimedia,MUM '14,,978-1-4503-3304-7,"Melbourne, Victoria, Australia",ACM,"New York, NY, USA"
ACM-DL,article,2342931,Ok-Hue  Cho and Won-Hyung  Lee,,,,The Flying : Kinect Art Using OpenNI and Learning System,27:1--27:1,27,1,,10.1145/2342896.2342931,,,,,,,2012,,ACM SIGGRAPH 2012 Posters,SIGGRAPH '12,,978-1-4503-1682-8,"Los Angeles, California",ACM,"New York, NY, USA"
ACM-DL,article,266387,Emmanuel L. Abram-Profeta and Kang G. Shin,,,,Scheduling Video Programs in Near Video-on-demand Systems,359--369,,11,"batching, near video-on-demand, partially patient customers, quasi video-on-demand, video server throughput",10.1145/266180.266387,,,,,,,1997,,Proceedings of the Fifth ACM International Conference on Multimedia,MULTIMEDIA '97,,0-89791-991-2,"Seattle, Washington, USA",ACM,"New York, NY, USA"
ACM-DL,article,48019,Shivendra S. Panwar and Don  Towsley and Jack K. Wolf,,,,Optimal Scheduling Policies for a Class of Queues with Customer Deadlines to the Beginning of Service,832--844,,13,,10.1145/48014.48019,J. ACM,Oct. 1988,35,4,,October,1988,0004-5411,,,,,,ACM,"New York, NY, USA"
ACM-DL,article,2451199,Dorota  G&#322;owacka and Tuukka  Ruotsalo and Ksenia  Konyushkova and Kumaripaba  Athukorala and Samuel  Kaski and Giulio  Jacucci,,,,SciNet: A System for Browsing Scientific Literature Through Keyword Manipulation,61--62,,2,"adaptive interfaces, datamining and machine learning, information retrieval, recommender/filtering systems",10.1145/2451176.2451199,,,,,,,2013,,Proceedings of the Companion Publication of the 2013 International Conference on Intelligent User Interfaces Companion,IUI '13 Companion,,978-1-4503-1966-9,"Santa Monica, California, USA",ACM,"New York, NY, USA"
ACM-DL,article,381568,Raffaele  Bruno and Marco  Conti and Enrico  Gregori,,,,Wireless Access to Internet via Bluetooth: Performance Evaluation of the EDC Scheduling Algorithm,43--49,,7,"Medium Access Control (MAC), TCP, automatic repeat request (ARQ), bluetooth, polling, scheduling",10.1145/381472.381568,,,,,,,2001,,Proceedings of the First Workshop on Wireless Mobile Internet,WMI '01,,1-58113-423-1,"Rome, Italy",ACM,"New York, NY, USA"
ACM-DL,article,3085154,Sampath  Kannan and Michael  Kearns and Jamie  Morgenstern and Mallesh  Pai and Aaron  Roth and Rakesh  Vohra and Zhiwei Steven Wu,,,,Fairness Incentives for Myopic Agents,369--386,,18,,10.1145/3033274.3085154,,,,,,,2017,,Proceedings of the 2017 ACM Conference on Economics and Computation,EC '17,,978-1-4503-4527-9,"Cambridge, Massachusetts, USA",ACM,"New York, NY, USA"
ACM-DL,article,2915929,Rui Filipe Antunes and Nadia  Magnenat-Thalmann,,,,Bio-Inspired Virtual Populations: Adaptive Behavior with Affective Feedback,101--110,,10,"Artificial Life, Artificial Societies, Crowd Simulation, Emotional Characters, Multi-Agent Frameworks",10.1145/2915926.2915929,,,,,,,2016,,Proceedings of the 29th International Conference on Computer Animation and Social Agents,CASA '16,,978-1-4503-4745-7,"Geneva, Switzerland",ACM,"New York, NY, USA"
ACM-DL,article,2508063,Alexandros  Karatzoglou and Linas  Baltrunas and Yue  Shi,,,,Learning to Rank for Recommender Systems,493--494,,2,"collaborative filtering, learning to rank, ranking, recommender systems",10.1145/2507157.2508063,,,,,,,2013,,Proceedings of the 7th ACM Conference on Recommender Systems,RecSys '13,,978-1-4503-2409-0,"Hong Kong, China",ACM,"New York, NY, USA"
